"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1850.2/ETH","TxnFee(ETH)","TxnFee(USD)","Historical $Price/ETH","Status","ErrCode","Method"
"0x3b4847327e68bcaef62427149fb6bc5a369c7cdeb33fe199f846ee9dcf0bb455","12722209","1717246958","2024-06-01 13:02:38","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291200012","0.0000689961782622024","","","","0x1214c5e5"
"0x61d56f9d62f03f0c422987cddab64d5952c7d6ac32d038346957c659c66ad439","12722225","1717246990","2024-06-01 13:03:10","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291200012","0.0000689961782622024","","","","0x1214c5e5"
"0x810592f97a62c47b81f4b97b47e4dd78c015e2d4dd8f8d3a00113df0c8b4a135","12722241","1717247022","2024-06-01 13:03:42","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291200012","0.0000689961782622024","","","","0x1214c5e5"
"0x0f3283f04a72580459f7f5cd97347bdbc85528f1548b0524d192baf92f916780","12722258","1717247056","2024-06-01 13:04:16","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291200012","0.0000689961782622024","","","","0x1214c5e5"
"0xb6f2223e87ee79fe48579718e0066d8004366c1ab7b5ee22a2cd50c246042592","12722274","1717247088","2024-06-01 13:04:48","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
"0x178fd5f88ff72596bd1c025803bbb0b893b699e4730f3dddaf244a635e3e66e5","12722290","1717247120","2024-06-01 13:05:20","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
"0xe0585d2848b3cae55f7b3f08b5c6ea7f31f88140357670a03143950f09beb2e9","12722306","1717247152","2024-06-01 13:05:52","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
"0xd6c60b864fce01f1648ded7426f6ab70b7ecf43cf0378344c835dce1cec80066","12722322","1717247184","2024-06-01 13:06:24","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
"0xfab539ff146681f438e88e0a572410c3dabbd5dc17794b5c0774d45c8f454350","12722338","1717247216","2024-06-01 13:06:56","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
"0x7b063aa6a8be2d61e3195a8cb7cc99e400175cc44421b93276906555a35cd9a2","12722354","1717247248","2024-06-01 13:07:28","0x4ca377a1b7f16e102c1aa2a878e7d9e3281615d6","0xfaccee15674f28533b71cb45eef7909d0297ca29","","0","0","0","0.000000037291168944","0.0000689961207801888","","","","0x1214c5e5"
